# 2014 04 06 02 32 37 12.310000 -86.490000 99.000000 2.300000 0.000000 0.000000 0.000000 000 
TBHS 7.7 1 P
TBHY 7.13 1 P
TBMR 7.38 1 P
TBTN 7.3 1 P
ACON 23.6 1 P
CNGN 4.33 1 P
CRIN 10.85 1 P
CSGN 20.02 1 P
HERN 7.29 1 P
MASN 12.16 1 P
MATN 15.01 1 P
MGAN 7.62 1 P
# 2014 04 10 23 42 25 12.500000 -86.380000 6.000000 4.600000 0.000000 0.000000 0.000000 007 
TBHS 9.05 1 P
TBHY 8.52 1 P
TBMR 8.88 1 P
TBTN 8.66 1 P
ACON 21.55 1 P
CNGN 6.18 1 P
CRIN 12.13 1 P
CSGN 20.88 1 P
HERN 8.61 1 P
MASN 11.25 1 P
MATN 11.34 1 P
MGAN 7.3 1 P
# 2014 04 10 23 43 31 12.410000 -86.460000 12.000000 3.100000 0.000000 0.000000 0.000000 008 
# 2014 04 10 23 44 51 12.390000 -86.490000 5.000000 4.900000 0.000000 0.000000 0.000000 009 
# 2014 04 10 23 47 13 12.470000 -86.400000 10.000000 3.600000 0.000000 0.000000 0.000000 010 
TBHS 8.76 1 P
TBHY 8.23 1 P
TBMR 8.57 1 P
TBTN 8.37 1 P
ACON 21.27 1 P
CNGN 5.84 1 P
CRIN 11.79 1 P
CSGN 20.44 1 P
HERN 8.33 1 P
MASN 10.88 1 P
MATN 11.73 1 P
MGAN 6.89 1 P
# 2014 04 10 23 49 06 12.390000 -86.400000 27.000000 3.300000 0.000000 0.000000 0.000000 011 
TBHS 9.24 1 P
TBMR 9.03 1 P
ACON 19.87 1 P
CNGN 6.71 1 P
CRIN 11.87 1 P
CSGN 19.91 1 P
HERN 8.88 1 P
MASN 9.79 1 P
MATN 12.19 1 P
# 2014 04 11 00 01 22 12.370000 -86.450000 2.000000 5.000000 0.000000 0.000000 0.000000 012 
TBHS 9.17 1 P
TBHY 8.61 1 P
TBMR 8.89 1 P
TBTN 8.77 1 P
ACON 22.28 1 P
CNGN 5.86 1 P
CRIN 12.32 1 P
CSGN 21.3 1 P
HERN 8.74 1 P
MASN 10.77 1 P
MATN 14.01 1 P
MGAN 6.26 1 P
# 2014 04 11 00 12 13 12.360000 -86.480000 1.000000 3.600000 0.000000 0.000000 0.000000 013 
TBHS 9.02 1 P
TBHY 8.45 1 P
TBMR 8.72 1 P
TBTN 8.62 1 P
ACON 22.82 1 P
CNGN 5.68 1 P
CRIN 12.16 1 P
CSGN 21.2 1 P
HERN 8.6 1 P
MASN 11.22 1 P
MATN 14.63 1 P
MGAN 6.66 1 P
# 2014 04 11 00 28 46 12.400000 -86.510000 6.000000 5.000000 0.000000 0.000000 0.000000 014 
TBHS 7.73 1 P
TBHY 7.17 1 P
TBMR 7.44 1 P
TBTN 7.33 1 P
ACON 22.68 1 P
CNGN 4.42 1 P
CRIN 10.87 1 P
CSGN 19.89 1 P
ESPN 33.51 1 P
HERN 7.31 1 P
MASN 11.48 1 P
MATN 13.94 1 P
MGAN 7.03 1 P
# 2014 04 11 00 39 46 12.390000 -86.470000 6.000000 3.900000 0.000000 0.000000 0.000000 015 
TBHS 8.39 1 P
TBHY 7.82 1 P
TBMR 8.11 1 P
TBTN 7.99 1 P
ACON 22.13 1 P
CNGN 5.1 1 P
CRIN 11.51 1 P
CSGN 20.44 1 P
ESPN 32.97 1 P
HERN 7.96 1 P
MASN 10.89 1 P
MATN 13.61 1 P
MGAN 6.44 1 P
# 2014 04 11 00 40 48 12.340000 -86.430000 5.000000 3.100000 0.000000 0.000000 0.000000 016 
# 2014 04 11 00 44 26 12.400000 -86.460000 6.000000 4.000000 0.000000 0.000000 0.000000 017 
TBHS 8.44 1 P
TBHY 7.88 1 P
TBMR 8.18 1 P
TBTN 8.04 1 P
ACON 22.04 1 P
CNGN 5.18 1 P
CRIN 11.58 1 P
CSGN 20.5 1 P
ESPN 32.85 1 P
HERN 8.01 1 P
MASN 10.88 1 P
MATN 13.38 1 P
MGAN 6.46 1 P
# 2014 04 11 00 47 29 12.460000 -86.420000 6.000000 3.100000 0.000000 0.000000 0.000000 018 
TBHS 8.62 1 P
TBHY 8.07 1 P
TBMR 8.41 1 P
TBTN 8.22 1 P
ACON 21.83 1 P
CNGN 5.55 1 P
CRIN 11.74 1 P
CSGN 20.61 1 P
ESPN 32.41 1 P
HERN 8.18 1 P
MASN 11.13 1 P
MATN 12.26 1 P
MGAN 6.95 1 P
# 2014 04 11 00 54 59 12.370000 -86.580000 2.000000 2.700000 0.000000 0.000000 0.000000 019 
TBHS 7.43 1 P
TBHY 6.86 1 P
TBMR 7.08 1 P
TBTN 7.04 1 P
ACON 23.94 1 P
CNGN 4.06 1 P
CRIN 10.54 1 P
CSGN 19.74 1 P
ESPN 34.91 1 P
HERN 7.03 1 P
MASN 12.46 1 P
MATN 15.46 1 P
MGAN 7.92 1 P
# 2014 04 11 01 04 08 12.400000 -86.500000 5.000000 3.300000 0.000000 0.000000 0.000000 020 
TBHS 7.92 1 P
TBHY 7.35 1 P
TBMR 7.63 1 P
TBTN 7.52 1 P
ACON 22.65 1 P
CNGN 4.61 1 P
CRIN 11.07 1 P
CSGN 20.11 1 P
ESPN 33.48 1 P
HERN 7.49 1 P
MASN 11.42 1 P
MATN 13.9 1 P
MGAN 6.95 1 P
# 2014 04 11 01 10 10 12.420000 -86.430000 11.000000 3.300000 0.000000 0.000000 0.000000 021 
TBHS 8.6 1 P
TBHY 8.06 1 P
TBMR 8.36 1 P
TBTN 8.21 1 P
ACON 21.31 1 P
CNGN 5.54 1 P
CRIN 11.63 1 P
CSGN 20.29 1 P
ESPN 32.03 1 P
HERN 8.18 1 P
MASN 10.56 1 P
MATN 12.57 1 P
MGAN 6.4 1 P
# 2014 04 11 01 16 54 12.270000 -86.370000 6.000000 2.200000 0.000000 0.000000 0.000000 022 
TBHS 10.87 1 P
TBHY 10.31 1 P
TBMR 10.56 1 P
TBTN 10.48 1 P
ACON 20.36 1 P
CNGN 7.61 1 P
CRIN 13.87 1 P
CSGN 22.44 1 P
ESPN 31.54 1 P
HERN 10.46 1 P
MASN 8.35 1 P
MATN 14.12 1 P
MGAN 3.77 1 P
# 2014 04 11 01 24 44 12.390000 -86.490000 11.000000 4.000000 0.000000 0.000000 0.000000 023 
TBHS 8 1 P
TBHY 7.45 1 P
TBMR 7.72 1 P
TBTN 7.61 1 P
ACON 21.93 1 P
CNGN 4.84 1 P
CRIN 11.02 1 P
CSGN 19.78 1 P
ESPN 32.79 1 P
HERN 7.58 1 P
MASN 10.92 1 P
MATN 13.54 1 P
MGAN 6.62 1 P
# 2014 04 11 01 34 10 12.390000 -86.460000 9.000000 3.200000 0.000000 0.000000 0.000000 024 
TBHS 8.44 1 P
TBHY 7.89 1 P
TBMR 8.17 1 P
TBTN 8.05 1 P
ACON 21.72 1 P
CNGN 5.24 1 P
CRIN 11.51 1 P
CSGN 20.3 1 P
ESPN 32.56 1 P
HERN 8.02 1 P
MASN 10.64 1 P
MATN 13.33 1 P
MGAN 6.29 1 P
# 2014 04 11 01 38 01 12.430000 -86.540000 6.000000 3.900000 0.000000 0.000000 0.000000 025 
TBHS 7.04 1 P
TBHY 6.47 1 P
TBMR 6.76 1 P
TBTN 6.63 1 P
ACON 23.19 1 P
CNGN 3.74 1 P
CRIN 10.21 1 P
CSGN 19.32 1 P
ESPN 33.95 1 P
HERN 6.61 1 P
MASN 12.16 1 P
MATN 13.97 1 P
MGAN 7.74 1 P
# 2014 04 11 01 46 17 12.380000 -86.480000 6.000000 3.200000 0.000000 0.000000 0.000000 026 
TBHS 8.34 1 P
TBHY 7.77 1 P
TBMR 8.05 1 P
TBTN 7.94 1 P
ACON 22.21 1 P
CNGN 5.03 1 P
CRIN 11.46 1 P
CSGN 20.39 1 P
ESPN 33.09 1 P
HERN 7.91 1 P
MASN 10.9 1 P
MATN 13.83 1 P
MGAN 6.43 1 P
# 2014 04 11 01 49 37 12.360000 -86.470000 11.000000 2.700000 0.000000 0.000000 0.000000 027 
TBHS 8.53 1 P
TBHY 7.99 1 P
TBMR 8.24 1 P
TBTN 8.15 1 P
ACON 21.56 1 P
CNGN 5.37 1 P
CRIN 11.54 1 P
CSGN 20.22 1 P
ESPN 32.49 1 P
HERN 8.13 1 P
MASN 10.38 1 P
MATN 13.66 1 P
MGAN 6.04 1 P
# 2014 04 11 01 57 56 12.400000 -86.480000 8.000000 2.400000 0.000000 0.000000 0.000000 028 
TBHS 8.1 1 P
TBHY 7.54 1 P
TBMR 7.83 1 P
TBTN 7.7 0 P
ACON 22.11 1 P
CNGN 4.87 1 P
CRIN 11.2 1 P
CSGN 20.08 1 P
ESPN 32.93 1 P
HERN 7.68 1 P
MASN 11.02 1 P
MATN 13.49 1 P
MGAN 6.64 1 P
# 2014 04 11 02 01 39 12.400000 -86.500000 6.000000 3.200000 0.000000 0.000000 0.000000 029 
TBHS 7.87 1 P
TBHY 7.31 1 P
TBMR 7.59 1 P
TBTN 7.47 1 P
ACON 22.55 1 P
CNGN 4.57 1 P
CRIN 11.01 1 P
CSGN 20.01 1 P
ESPN 33.38 1 P
HERN 7.45 1 P
MASN 11.36 1 P
MATN 13.83 1 P
MGAN 6.91 1 P
# 2014 04 11 02 11 18 12.440000 -86.470000 2.000000 2.400000 0.000000 0.000000 0.000000 030 
TBHS 8.3 1 P
TBHY 7.74 1 P
TBMR 8.06 1 P
TBTN 7.9 1 P
ACON 22.85 1 P
CNGN 5.09 1 P
CRIN 11.49 1 P
CSGN 20.58 1 P
ESPN 33.53 1 P
HERN 7.86 1 P
MASN 11.8 1 P
MATN 13.43 1 P
MGAN 7.42 1 P
# 2014 04 11 02 19 57 12.380000 -86.470000 6.000000 2.700000 0.000000 0.000000 0.000000 031 
TBHS 8.48 1 P
TBHY 7.91 1 P
TBMR 8.19 1 P
TBTN 8.08 1 P
ACON 22.08 1 P
CNGN 5.18 1 P
CRIN 11.59 1 P
CSGN 20.51 1 P
ESPN 32.96 1 P
HERN 8.05 1 P
MASN 10.78 1 P
MATN 13.72 1 P
MGAN 6.31 1 P
# 2014 04 11 02 21 28 12.050000 -85.900000 4.000000 3.200000 0.000000 0.000000 0.000000 032 
# 2014 04 11 02 26 20 12.400000 -86.510000 8.000000 2.900000 0.000000 0.000000 0.000000 033 
TBHS 7.68 1 P
TBHY 7.12 1 P
TBMR 7.4 1 P
TBTN 7.29 1 P
ACON 22.49 1 P
CNGN 4.43 1 P
CRIN 10.78 1 P
CSGN 19.72 1 P
ESPN 33.33 1 P
HERN 7.26 1 P
MASN 11.39 1 P
MATN 13.82 1 P
MGAN 6.99 1 P
# 2014 04 11 02 37 54 12.430000 -86.470000 8.000000 2.900000 0.000000 0.000000 0.000000 034 
TBHS 8 1 P
TBHY 7.45 1 P
TBMR 7.76 1 P
TBTN 7.61 1 P
ACON 22.12 1 P
CNGN 4.84 1 P
CRIN 11.12 1 P
CSGN 20 1 P
ESPN 32.84 1 P
HERN 7.57 1 P
MASN 11.24 1 P
MATN 13.05 1 P
MGAN 6.93 1 P
# 2014 04 11 02 48 43 12.320000 -86.460000 6.000000 1.400000 0.000000 0.000000 0.000000 035 
TBHS 9.19 1 P
TBHY 8.63 1 P
TBMR 8.88 1 P
TBTN 8.8 1 P
ACON 21.72 1 P
CNGN 5.89 1 P
CRIN 12.25 1 P
CSGN 21.05 1 P
ESPN 32.77 1 P
HERN 8.78 1 P
MASN 10.04 1 P
MATN 14.32 1 P
MGAN 5.48 1 P
# 2014 04 11 03 00 18 12.410000 -86.500000 6.000000 3.200000 0.000000 0.000000 0.000000 036 
TBHS 7.78 1 P
TBHY 7.22 1 P
TBMR 7.51 1 P
TBTN 7.38 1 P
ACON 22.59 1 P
CNGN 4.5 1 P
CRIN 10.93 1 P
CSGN 19.94 1 P
ESPN 33.39 1 P
HERN 7.35 1 P
MASN 11.47 1 P
MATN 13.72 1 P
MGAN 7.03 1 P
# 2014 04 11 03 01 01 12.380000 -86.480000 5.000000 2.800000 0.000000 0.000000 0.000000 037 
# 2014 04 11 03 11 01 12.390000 -86.500000 6.000000 3.400000 0.000000 0.000000 0.000000 038 
TBHS 7.97 1 P
TBHY 7.4 1 P
TBMR 7.67 1 P
TBTN 7.56 1 P
ACON 22.51 1 P
CNGN 4.65 1 P
CRIN 11.1 1 P
CSGN 20.08 1 P
ESPN 33.37 1 P
HERN 7.54 1 P
MASN 11.26 1 P
MATN 13.94 1 P
MGAN 6.79 1 P
# 2014 04 11 03 15 38 12.200000 -86.300000 17.000000 2.800000 0.000000 0.000000 0.000000 039 
TBHS 11.99 1 P
TBHY 11.49 1 P
TBMR 11.71 1 P
TBTN 11.64 1 P
ACON 18.37 1 P
CNGN 9.03 1 P
CRIN 14.74 1 P
CSGN 22.85 1 P
ESPN 29.7 1 P
HERN 11.62 1 P
MASN 6.72 1 P
MATN 13.95 1 P
MGAN 3.22 1 P
# 2014 04 11 03 20 54 12.500000 -86.380000 8.000000 2.100000 0.000000 0.000000 0.000000 040 
TBHS 8.98 1 P
TBHY 8.46 1 P
TBMR 8.82 1 P
TBTN 8.6 1 P
ACON 21.36 1 P
CNGN 6.15 1 P
CRIN 12.02 1 P
CSGN 20.7 1 P
ESPN 31.77 1 P
HERN 8.55 1 P
MASN 11.16 1 P
MATN 11.25 1 P
MGAN 7.25 1 P
# 2014 04 11 03 26 30 12.340000 -86.430000 6.000000 4.400000 0.000000 0.000000 0.000000 041 
TBHS 9.4 1 P
TBHY 8.84 1 P
TBMR 9.1 1 P
TBTN 9 1 P
ACON 21.41 1 P
CNGN 6.11 1 P
CRIN 12.47 1 P
CSGN 21.26 1 P
ESPN 32.39 1 P
HERN 8.98 1 P
MASN 9.85 1 P
MATN 13.78 1 P
MGAN 5.35 1 P
# 2014 04 11 03 31 42 12.230000 -86.350000 5.000000 3.900000 0.000000 0.000000 0.000000 042 
TBHS 11.58 1 P
TBHY 11.03 1 P
TBMR 11.27 1 P
TBTN 11.2 1 P
ACON 20.06 1 P
CNGN 8.33 1 P
CRIN 14.55 1 P
CSGN 23.06 1 P
ESPN 31.36 1 P
HERN 11.18 1 P
MASN 7.72 1 P
MATN 14.57 1 P
MGAN 3.07 1 P
# 2014 04 11 03 38 06 12.230000 -86.320000 15.000000 3.500000 0.000000 0.000000 0.000000 043 
TBHS 11.53 1 P
TBHY 11.02 1 P
TBMR 11.25 1 P
TBTN 11.17 1 P
ACON 18.85 1 P
CNGN 8.51 1 P
CRIN 14.34 1 P
CSGN 22.54 1 P
ESPN 30.11 1 P
HERN 11.15 1 P
MASN 7.21 1 P
MATN 13.78 1 P
MGAN 3.33 1 P
# 2014 04 11 03 49 57 12.410000 -86.480000 9.000000 3.900000 0.000000 0.000000 0.000000 044 
TBHS 7.99 1 P
TBHY 7.44 1 P
TBMR 7.73 1 P
TBTN 7.6 1 P
ACON 22.06 1 P
CNGN 4.81 1 P
CRIN 11.08 1 P
CSGN 19.92 1 P
ESPN 32.85 1 P
HERN 7.57 1 P
MASN 11.09 1 P
MATN 13.32 1 P
MGAN 6.76 1 P
# 2014 04 11 04 03 25 12.420000 -86.510000 4.000000 3.100000 0.000000 0.000000 0.000000 045 
TBHS 7.67 1 P
TBHY 7.1 1 P
TBMR 7.39 1 P
TBTN 7.26 1 P
ACON 22.98 1 P
CNGN 4.37 1 P
CRIN 10.85 1 P
CSGN 19.96 1 P
ESPN 33.76 1 P
HERN 7.23 1 P
MASN 11.84 1 P
MATN 13.89 1 P
MGAN 7.38 1 P
# 2014 04 11 04 08 25 12.390000 -86.430000 15.000000 2.200000 0.000000 0.000000 0.000000 046 
TBHS 8.77 1 P
TBHY 8.25 1 P
TBMR 8.52 1 P
TBTN 8.4 1 P
ACON 20.87 1 P
CNGN 5.79 1 P
CRIN 11.7 1 P
CSGN 20.18 1 P
ESPN 31.69 1 P
HERN 8.37 1 P
MASN 10.13 1 P
MATN 12.74 1 P
MGAN 6.06 1 P
# 2014 04 11 04 27 29 12.430000 -86.500000 5.000000 2.500000 0.000000 0.000000 0.000000 047 
TBHS 7.66 1 P
TBHY 7.1 1 P
TBMR 7.4 1 P
TBTN 7.26 1 P
ACON 22.78 1 P
CNGN 4.4 1 P
CRIN 10.84 1 P
CSGN 19.9 1 P
ESPN 33.52 1 P
HERN 7.23 1 P
MASN 11.75 1 P
MATN 13.58 1 P
MGAN 7.33 1 P
# 2014 04 11 04 35 09 12.260000 -86.370000 6.000000 3.100000 0.000000 0.000000 0.000000 048 
TBHS 10.96 1 P
TBHY 10.41 1 P
TBMR 10.66 1 P
TBTN 10.58 1 P
ACON 20.33 1 P
CNGN 7.71 1 P
CRIN 13.96 1 P
CSGN 22.51 1 P
ESPN 31.53 1 P
HERN 10.56 1 P
MASN 8.25 1 P
MATN 14.25 1 P
MGAN 3.65 1 P
# 2014 04 11 05 20 13 12.260000 -86.340000 6.000000 2.700000 0.000000 0.000000 0.000000 049 
TBHS 11.35 1 P
TBHY 10.81 1 P
TBMR 11.06 1 P
TBTN 10.97 1 P
ACON 19.93 1 P
CNGN 8.12 1 P
CRIN 14.34 1 P
CSGN 22.85 1 P
ESPN 31.13 1 P
HERN 10.95 1 P
MASN 7.85 1 P
MATN 14.01 1 P
MGAN 3.31 1 P
# 2014 04 11 05 23 41 12.420000 -86.510000 16.000000 3.800000 0.000000 0.000000 0.000000 050 
TBHS 7.47 1 P
TBHY 6.96 1 P
TBMR 7.22 1 P
TBTN 7.11 1 P
ACON 21.94 1 P
CNGN 4.6 1 P
CRIN 10.39 1 P
CSGN 18.97 1 P
ESPN 32.72 1 P
HERN 7.08 1 P
MASN 11.31 1 P
MATN 13.23 1 P
MGAN 7.22 1 P
# 2014 04 11 05 29 38 12.280000 -86.330000 4.000000 2.700000 0.000000 0.000000 0.000000 051 
TBHS 11.44 1 P
TBHY 10.89 1 P
TBMR 11.15 1 P
TBTN 11.05 1 P
ACON 20.07 1 P
CNGN 8.19 1 P
CRIN 14.47 1 P
CSGN 23.05 1 P
ESPN 31.23 1 P
HERN 11.03 1 P
MASN 8.06 1 P
MATN 13.81 1 P
MGAN 3.57 1 P
# 2014 04 11 05 33 50 12.240000 -86.350000 11.000000 3.100000 0.000000 0.000000 0.000000 052 
TBHS 11.2 1 P
TBHY 10.67 1 P
TBMR 10.9 1 P
TBTN 10.83 1 P
ACON 19.57 1 P
CNGN 8.07 1 P
CRIN 14.09 1 P
CSGN 22.44 1 P
ESPN 30.82 1 P
HERN 10.81 1 P
MASN 7.68 1 P
MATN 14.06 1 P
MGAN 3.37 1 P
# 2014 04 11 05 43 21 12.270000 -86.340000 6.000000 3.000000 0.000000 0.000000 0.000000 053 
TBHS 11.26 1 P
TBHY 10.71 1 P
TBMR 10.97 1 P
TBTN 10.87 1 P
ACON 19.96 1 P
CNGN 8.02 1 P
CRIN 14.26 1 P
CSGN 22.78 1 P
ESPN 31.14 1 P
HERN 10.85 1 P
MASN 7.96 1 P
MATN 13.87 1 P
MGAN 3.44 1 P
# 2014 04 11 06 02 21 12.340000 -86.420000 8.000000 2.200000 0.000000 0.000000 0.000000 054 
TBHS 9.46 1 P
TBHY 8.91 1 P
TBMR 9.17 1 P
TBTN 9.07 1 P
ACON 21.1 1 P
CNGN 6.22 1 P
CRIN 12.5 1 P
CSGN 21.19 1 P
ESPN 32.07 1 P
HERN 9.04 1 P
MASN 9.65 1 P
MATN 13.56 1 P
MGAN 5.22 1 P
# 2014 04 11 06 08 14 12.460000 -86.400000 15.000000 2.600000 0.000000 0.000000 0.000000 055 
TBHS 8.74 1 P
TBHY 8.23 1 P
TBMR 8.55 1 P
TBTN 8.37 1 P
ACON 20.83 1 P
CNGN 5.94 1 P
CRIN 11.67 1 P
CSGN 20.11 1 P
ESPN 31.39 1 P
HERN 8.33 1 P
MASN 10.61 1 P
MATN 11.66 1 P
MGAN 6.77 1 P
# 2014 04 11 06 44 11 12.360000 -86.430000 2.000000 3.200000 0.000000 0.000000 0.000000 056 
TBHS 9.55 1 P
TBHY 8.98 1 P
TBMR 9.26 1 P
TBTN 9.14 1 P
ACON 21.98 1 P
CNGN 6.24 1 P
CRIN 12.68 1 P
CSGN 21.61 1 P
ESPN 32.9 1 P
HERN 9.12 1 P
MASN 10.41 1 P
MATN 13.92 1 P
MGAN 5.91 1 P
# 2014 04 11 07 00 15 12.400000 -86.490000 1.000000 2.400000 0.000000 0.000000 0.000000 057 
TBHS 8.51 1 P
TBHY 7.93 1 P
TBMR 8.22 1 P
TBTN 8.1 1 P
ACON 23.11 1 P
CNGN 5.19 1 P
CRIN 11.68 1 P
CSGN 20.8 1 P
ESPN 33.94 1 P
HERN 8.07 1 P
MASN 11.77 1 P
MATN 14.29 1 P
MGAN 7.27 1 P
# 2014 04 11 07 03 54 12.370000 -86.510000 2.000000 2.400000 0.000000 0.000000 0.000000 058 
TBHS 8.34 1 P
TBHY 7.77 1 P
TBMR 8.03 1 P
TBTN 7.94 1 P
ACON 23.05 1 P
CNGN 4.99 1 P
CRIN 11.49 1 P
CSGN 20.58 1 P
ESPN 33.97 1 P
HERN 7.92 1 P
MASN 11.53 1 P
MATN 14.67 1 P
MGAN 6.99 1 P
# 2014 04 11 07 07 57 12.370000 -86.370000 15.000000 2.600000 0.000000 0.000000 0.000000 059 
TBHS 9.73 1 P
TBHY 9.21 1 P
TBMR 9.49 1 P
TBTN 9.36 1 P
ACON 20.02 1 P
CNGN 6.75 1 P
CRIN 12.64 1 P
CSGN 21.01 1 P
ESPN 30.87 1 P
HERN 9.33 1 P
MASN 9.26 1 P
MATN 12.4 1 P
MGAN 5.32 1 P
# 2014 04 11 07 23 17 12.400000 -86.500000 1.000000 3.800000 0.000000 0.000000 0.000000 060 
TBHS 8.36 1 P
TBHY 7.79 1 P
TBMR 8.08 1 P
TBTN 7.96 1 P
ACON 23.24 1 P
CNGN 5.03 1 P
CRIN 11.54 1 P
CSGN 20.68 1 P
ESPN 34.07 1 P
HERN 7.93 1 P
MASN 11.89 1 P
MATN 14.4 1 P
MGAN 7.39 1 P
# 2014 04 11 07 34 50 12.430000 -86.580000 2.000000 1.600000 0.000000 0.000000 0.000000 061 
TBHS 6.78 1 P
TBHY 6.21 1 P
TBMR 6.48 1 P
TBTN 6.37 1 P
ACON 24.19 1 P
CNGN 3.3 1 P
CRIN 9.98 1 P
CSGN 19.28 1 P
ESPN 34.98 1 P
HERN 6.35 1 P
MASN 13.03 1 P
MATN 14.85 1 P
MGAN 8.55 1 P
# 2014 04 11 07 44 58 12.300000 -86.450000 15.000000 3.000000 0.000000 0.000000 0.000000 062 
TBHS 9.3 1 P
TBHY 8.78 1 P
TBMR 9 1 P
TBTN 8.93 1 P
ACON 20.77 1 P
CNGN 6.26 1 P
CRIN 12.16 1 P
CSGN 20.56 1 P
ESPN 31.87 1 P
HERN 8.92 1 P
MASN 9.47 1 P
MATN 13.97 1 P
MGAN 5.28 1 P
# 2014 04 11 07 49 02 12.350000 -86.410000 16.000000 3.000000 0.000000 0.000000 0.000000 063 
TBHS 9.34 1 P
TBHY 8.82 1 P
TBMR 9.08 1 P
TBTN 8.97 1 P
ACON 20.37 1 P
CNGN 6.36 1 P
CRIN 12.22 1 P
CSGN 20.6 1 P
ESPN 31.31 1 P
HERN 8.95 1 P
MASN 9.46 1 P
MATN 12.97 1 P
MGAN 5.43 1 P
# 2014 04 11 08 03 48 12.370000 -86.350000 5.000000 3.100000 0.000000 0.000000 0.000000 064 
TBHS 10.33 1 P
TBHY 9.78 1 P
TBMR 10.08 1 P
TBTN 9.93 1 P
ACON 20.6 1 P
CNGN 7.13 1 P
CRIN 13.41 1 P
CSGN 22.1 1 P
ESPN 31.45 1 P
HERN 9.9 1 P
MASN 9.31 1 P
MATN 12.7 1 P
MGAN 5.07 1 P
# 2014 04 11 08 12 06 12.330000 -86.400000 14.000000 2.400000 0.000000 0.000000 0.000000 065 
TBHS 9.66 1 P
TBHY 9.14 1 P
TBMR 9.39 1 P
TBTN 9.29 1 P
ACON 20.31 1 P
CNGN 6.6 1 P
CRIN 12.58 1 P
CSGN 21 1 P
ESPN 31.3 1 P
HERN 9.27 1 P
MASN 9.17 1 P
MATN 13.2 1 P
MGAN 5.02 1 P
# 2014 04 11 08 42 43 12.310000 -86.460000 2.000000 1.600000 0.000000 0.000000 0.000000 066 
TBHS 9.63 1 P
TBHY 9.06 1 P
TBMR 9.3 1 P
TBTN 9.23 1 P
ACON 22.17 1 P
CNGN 6.3 1 P
CRIN 12.71 1 P
CSGN 21.61 1 P
ESPN 33.26 1 P
HERN 9.21 1 P
MASN 10.28 1 P
MATN 14.84 1 P
MGAN 5.67 1 P
# 2014 04 11 08 55 38 12.380000 -86.380000 14.000000 2.800000 0.000000 0.000000 0.000000 067 
TBHS 9.53 1 P
TBHY 9.01 1 P
TBMR 9.3 1 P
TBTN 9.16 1 P
ACON 20.26 1 P
CNGN 6.54 1 P
CRIN 12.47 1 P
CSGN 20.9 1 P
ESPN 31.08 1 P
HERN 9.13 1 P
MASN 9.49 1 P
MATN 12.41 1 P
MGAN 5.49 1 P
# 2014 04 11 08 55 39 12.380000 -86.430000 8.000000 2.700000 0.000000 0.000000 0.000000 068 
